ingredients,recipe_urls,recipe_name,desc,ingredients_parsed
"[""Women's"", 'Cotton', 'Silk', 'Saree', '(ATL244_main_01', ';', 'Pink),saree', 'sahajanand']",344.jpeg,saree sahajanand,Women's Cotton Silk Saree (ATL244_main_01 ; Pink),cotton silk saree sahajanand
"['Linen', 'with', 'Blouse', 'Piece', 'Saree', '(GSKI14456_Green_Free),saree', 'aaghnya', 'fashion']",345.jpeg,saree aaghnya fashion,Linen with Blouse Piece Saree (GSKI14456_Green_Free),linen blouse saree aaghnya fashion
"['Ethnic', 'Saree', 'For', ""Women's-G17G7T4001-GS50-N,saree"", 'tantuja', 'bengal', 'handloom']",346.jpeg,saree tantuja bengal handloom,Ethnic Saree For Women's-G17G7T4001-GS50-N,ethnic saree tantuja bengal handloom
"[""Women's"", 'Dharmavaram', 'Silk', 'Blend', 'Saree', 'With', 'Un-Stitched', 'Blouse,saree', 'generic']",347.jpeg,saree generic,Women's Dharmavaram Silk Blend Saree With Un-Stitched Blouse,dharmavaram silk blend saree un stitched generic
"[""Women's"", 'Tant', 'Cotton', 'Saree', 'Without', 'Blouse', 'Piece', '(DBNOYONCHURI2_White,', 'Purple', '&', 'Green),saree', 'db', 'desh', 'bidesh']",348.jpeg,saree db desh bidesh,"Women's Tant Cotton Saree Without Blouse Piece (DBNOYONCHURI2_White, Purple & Green)",tant cotton saree without blouse purple db desh bidesh
"[""Women's"", 'Plain', 'Weave', 'Cotton', 'Saree', 'with', 'Blouse', 'Piece', '(CT-MUL-PCN-94,', 'Blue),saree', 'new', 'age']",349.jpeg,saree new age,"Women's Plain Weave Cotton Saree with Blouse Piece (CT-MUL-PCN-94, Blue)",weave cotton saree blouse mul pcn age
"['Embroidered', 'Fashion', 'Art', 'Silk,', 'Wool', 'Blend', 'Saree,saree', 'riddhi', 'enterprise']",350.jpeg,saree riddhi enterprise,"Embroidered Fashion Art Silk, Wool Blend Saree",embroidered fashion art wool blend riddhi enterprise
"[""Women's"", 'Jacquard', 'Art', 'Silk', 'Saree', 'With', 'Unstitched', 'Blouse', 'Piece,saree', 'firstrack', 'enterprise']",351.jpeg,saree firstrack enterprise,Women's Jacquard Art Silk Saree With Unstitched Blouse Piece,jacquard art silk saree unstitched blouse firstrack enterprise
"['Women', 'Saree,saree', 'yashika']",352.jpeg,saree yashika,Women Saree,woman yashika
"[""Women's"", 'Banarasi', 'Georgette', 'Embroidered', 'Saree', 'with', 'Blouse', '(Pink),saree', 'ank']",353.jpeg,saree ank,Women's Banarasi Georgette Embroidered Saree with Blouse (Pink),banarasi georgette embroidered saree blouse ank
"['Women', 'raw', 'silk', 'Ethnic', 'ware', 'Saree', 'For', 'Women', 'with', 'Blouse', 'Piece,saree', 'jimplei']",354.jpeg,saree jimplei,Women raw silk Ethnic ware Saree For Women with Blouse Piece,woman silk ethnic ware saree woman blouse jimplei
"['pure', 'cotton', 'ikat', 'sambalpuri', 'handwoven', 'OFF', 'WHITE', 'DOUBLE', 'DHADI', 'SMALL', 'BB', 'saree', 'for', 'women,saree', 'odisha', 'handloom']",355.jpeg,saree odisha handloom,pure cotton ikat sambalpuri handwoven OFF WHITE DOUBLE DHADI SMALL BB saree for women,pure cotton ikat sambalpuri handwoven off double dhadi bb saree odisha handloom
"['Sachet', 'Impex', 'Kanjiwaram', 'Silk', 'Saree', 'with', 'Running', 'Blouse', 'Piece,saree', 'sachetimpex']",356.jpeg,saree sachetimpex,Sachet Impex Kanjiwaram Silk Saree with Running Blouse Piece,sachet impex kanjiwaram silk saree running blouse sachetimpex
"['Maa', 'Shipra', 'Creation', 'Handmade', ""Women's"", 'Cotton', 'Saree', '(Red,', 'Sum', 'TXT', '105),saree', 'generic']",357.jpeg,saree generic,"Maa Shipra Creation Handmade Women's Cotton Saree (Red, Sum TXT 105)",maa shipra creation handmade cotton saree sum txt generic
"['linen', 'with', 'Blouse', 'Piece', 'Saree', '(JOPLNB3047F_', 'black_', 'Free),saree', 'rajnandini']",358.jpeg,saree rajnandini,linen with Blouse Piece Saree (JOPLNB3047F_ black_ Free),linen blouse saree rajnandini
"[""Women's"", 'Khes', 'Cotton', 'Saree', 'With', 'Blouse', 'Piece', '(Khesh', 'cotton', 'gurjari', 'printed', 'saree_Bright', 'Yellow', '&', 'Cream),saree', 'usk']",359.jpeg,saree usk,Women's Khes Cotton Saree With Blouse Piece (Khesh cotton gurjari printed saree_Bright Yellow & Cream),khes cotton saree blouse cotton gurjari printed usk
"['Mysore', 'Silk', 'Style', 'crepe', 'Saree', 'Color', ':', 'Navy', 'Blue', '(4404-2455-2D-NVY-RNI),saree', 'mimosa']",360.jpeg,saree mimosa,Mysore Silk Style crepe Saree Color : Navy Blue (4404-2455-2D-NVY-RNI),mysore silk crepe saree color navy blue nvy mimosa
"[""Women's"", 'Fancy', 'Sequence', 'Work', 'Georgette', 'Saree', 'with', 'Blouse', 'Piece,saree', 'rkbk', 'lifestyle']",361.jpeg,saree rkbk lifestyle,Women's Fancy Sequence Work Georgette Saree with Blouse Piece,fancy sequence work georgette saree blouse rkbk lifestyle
"[""Women's"", 'Banarasi', 'silk', 'saree,saree', 'pd', 'fashion']",362.jpeg,saree pd fashion,Women's Banarasi silk saree,banarasi silk pd fashion
"['Saree', 'For', 'Women', 'Party', 'Wear', 'Half', 'Sarees', 'Offer', 'Designer', 'Below', '500', 'Rupees', 'Latest', 'Design', 'Under', '300', 'Combo', 'Art', 'Silk', 'New', 'Collection', '2021', 'In', 'Latest', 'With', 'Designer', 'Blouse', 'Beautiful', 'For', 'Women', 'Party', 'Wear', 'Sadi', 'Offer', 'Sarees', 'Collection', 'Kanchipuram', 'Bollywood', 'Bhagalpuri', 'Embroidered', 'Free', 'Size', 'Georgette', 'Sari', 'Mirror', 'Work', 'Marriage', 'Wear', 'Replica', 'Sarees', 'Wedding', 'Casual', 'Design', 'Blouse', 'BLUE,saree', 'everwey']",363.jpeg,saree everwey,Saree For Women Party Wear Half Sarees Offer Designer Below 500 Rupees Latest Design Under 300 Combo Art Silk New Collection 2021 In Latest With Designer Blouse Beautiful For Women Party Wear Sadi Offer Sarees Collection Kanchipuram Bollywood Bhagalpuri Embroidered Free Size Georgette Sari Mirror Work Marriage Wear Replica Sarees Wedding Casual Design Blouse BLUE,saree woman party wear saree offer designer below rupee latest design under combo art silk collection latest designer blouse beautiful woman party wear sadi offer saree collection kanchipuram bollywood bhagalpuri embroidered georgette sari mirror work marriage wear replica saree wedding casual design blouse everwey
"[""Women's"", 'Plain', 'Weave', 'Pure', 'Chiffon', 'Saree', 'With', 'Blouse', 'Piece', '(323', 'Perrot-LPK_Green),saree', 'foliarry']",364.jpeg,saree foliarry,Women's Plain Weave Pure Chiffon Saree With Blouse Piece (323 Perrot-LPK_Green),weave pure chiffon saree blouse perrot foliarry
"['HAND', 'BLOCK', 'Printed', 'Cotton', 'Saree', 'With', 'Blouse', 'Piece', '(MULTI-COLOUR_Free', 'Size),saree', 'toshika']",365.jpeg,saree toshika,HAND BLOCK Printed Cotton Saree With Blouse Piece (MULTI-COLOUR_Free Size),hand block printed cotton saree blouse toshika
"['Woven,', 'Embellished,', 'Self', 'Design', 'Banarasi', 'Art', 'Silk,', 'Poly', 'Silk', 'Saree,saree', 'beuniv']",366.jpeg,saree beuniv,"Woven, Embellished, Self Design Banarasi Art Silk, Poly Silk Saree",self design banarasi art poly silk beuniv
"['Double', '5MM', 'Sequance', 'Work', 'in', 'Double', 'Stich,saree', 'shivoham', 'fashion']",367.jpeg,saree shivoham fashion,Double 5MM Sequance Work in Double Stich,double sequance work double shivoham fashion
"[""Women's"", 'Cotton', 'Blend', 'Minakari', 'Dhakai', 'Jamdani', 'Saree', '(WB-15-0000163,', 'Yellow),saree', 'red', 'saree']",368.jpeg,saree red saree,"Women's Cotton Blend Minakari Dhakai Jamdani Saree (WB-15-0000163, Yellow)",cotton blend minakari dhakai jamdani saree saree
"['HANDLOOM', 'Women', 'Pure', 'Cotton', 'Bhagalpuri', 'Linen', 'Slub', 'Saree', '(White_Mk-10),saree', 'za']",369.jpeg,saree za,HANDLOOM Women Pure Cotton Bhagalpuri Linen Slub Saree (White_Mk-10),handloom woman pure cotton bhagalpuri linen slub saree za
"[""Women's"", 'Cotton', 'Saree', 'With', 'Blouse', 'Piece,saree', 'morvi']",370.jpeg,saree morvi,Women's Cotton Saree With Blouse Piece,cotton saree blouse morvi
"['Women', 'Saree,saree', 'anni', 'designer']",371.jpeg,saree anni designer,Women Saree,woman anni designer
"['Pink', 'and', 'Blue', 'Kanchipuram', 'Banarasi', 'Silk', 'Blend', 'Woven', 'Jacquard', 'Saree', 'for', 'Women', '(Pink', 'and', 'Blue),saree', 'sunderani']",372.jpeg,saree sunderani,Pink and Blue Kanchipuram Banarasi Silk Blend Woven Jacquard Saree for Women (Pink and Blue),pink blue kanchipuram banarasi silk blend woven jacquard saree woman sunderani
"['Women', 'Saree,saree', 'anni', 'designer']",373.jpeg,saree anni designer,Women Saree,woman anni designer
"[""Women's"", 'Cotton', 'Silk', 'Saree', 'with', 'Blouse', 'Piece', '(GB219_Pink),saree', 'pinkloom']",374.jpeg,saree pinkloom,Women's Cotton Silk Saree with Blouse Piece (GB219_Pink),cotton silk saree blouse pinkloom
"['selly', 'and', 'belly', 'woman', 'summer', 'wear', 'daily', 'casual', 'saree', 'light', 'wiaght', 'and', 'air', 'trancereble', 'free', 'size,saree', 'sky', 'vision', 'creation']",375.jpeg,saree sky vision creation,selly and belly woman summer wear daily casual saree light wiaght and air trancereble free size,selly belly woman summer wear daily casual saree wiaght air trancereble sky vision creation
"['Mustardnd', 'Green', 'color', 'Pure', 'georgette', 'jacquard', 'border', 'bandhani', 'saree', '(Palak', 'Mustered', 'Green),saree', 'sugathari']",376.jpeg,saree sugathari,Mustardnd Green color Pure georgette jacquard border bandhani saree (Palak Mustered Green),mustardnd color pure georgette jacquard border bandhani saree mustered sugathari
"['Madurai', 'Maruthi', 'OSP', 'Sungudi', 'sarees', '-', 'SILVER', 'Zari', 'Self', 'Long', 'Border', 'Collections', '-', 'Peacock', 'Border,saree', 'generic']",377.jpeg,saree generic,Madurai Maruthi OSP Sungudi sarees - SILVER Zari Self Long Border Collections - Peacock Border,madurai maruthi osp sungudi saree silver zari self border collection peacock generic
"['for', 'women', 'linen', 'Cotton', 'white', 'saree', 'with', 'golden', 'zari', 'border', 'and', 'running', 'blouse', 'piece', 'white,saree', 'silk', 'print']",378.jpeg,saree silk print,for women linen Cotton white saree with golden zari border and running blouse piece white,woman linen cotton saree golden zari border running blouse silk print
"[""Women's"", 'Georgette', 'Silk', 'Printed', 'Saree', 'with', 'Blouse', 'Piece,saree', 'concepta']",379.jpeg,saree concepta,Women's Georgette Silk Printed Saree with Blouse Piece,georgette silk printed saree blouse concepta
"['Shyamansh', 'Fab', ""Women's"", 'Hand', 'Block', 'Floral', 'printed', 'Handloom', 'Fabric', 'Linen', 'Saree', 'with', 'Blouse', 'Piece', '(Pink),saree', 'generic']",380.jpeg,saree generic,Shyamansh Fab Women's Hand Block Floral printed Handloom Fabric Linen Saree with Blouse Piece (Pink),shyamansh fab hand block floral printed handloom fabric linen saree blouse generic
"[""Women's"", 'Woven', 'Silk', 'Sari', 'With', 'Blouse', 'Piece,saree', 'desiwear']",381.jpeg,saree desiwear,Women's Woven Silk Sari With Blouse Piece,woven silk sari blouse desiwear
"[""Women's"", 'Art', 'Silk', 'Foil', 'Printed', 'Saree', 'with', 'Blouse', 'Piece', '(Black),saree', 'gosriki']",382.jpeg,saree gosriki,Women's Art Silk Foil Printed Saree with Blouse Piece (Black),art silk foil printed saree blouse gosriki
"[""Women's"", 'Jamdani', 'Art', 'Silk', '&', 'Tussar', 'Silk', 'Saree', 'With', 'Blouse', 'Piece', '(Women', 'Saree', 'Pari', '1', 'Black', 'Red_Black', '&', 'Red),saree', 'shiya']",383.jpeg,saree shiya,Women's Jamdani Art Silk & Tussar Silk Saree With Blouse Piece (Women Saree Pari 1 Black Red_Black & Red),jamdani art silk tussar silk saree blouse saree pari shiya
"[""Women's"", 'Nylon', 'Net', 'Saree', 'With', 'Unstiched', 'Blouse', 'Colors', 'May', 'Vary,saree', 'navarang', 'fancy', 'lace']",384.jpeg,saree navarang fancy lace,Women's Nylon Net Saree With Unstiched Blouse Colors May Vary,nylon net saree unstiched blouse color may navarang fancy lace
"[""Women's"", 'Linen', 'Cotton', 'Printed', 'Saree', 'With', 'Blouse', 'Piece', '(Pink),saree', 'anni', 'designer']",385.jpeg,saree anni designer,Women's Linen Cotton Printed Saree With Blouse Piece (Pink),linen cotton printed saree blouse anni designer
"['SHREE', 'BHULAHI', 'Art', 'silk', 'Saree', 'for', ""women's"", '(Rama', 'Color),saree', 's.b.s']",386.jpeg,saree s.b.s,SHREE BHULAHI Art silk Saree for women's (Rama Color),shree bhulahi art silk saree
"['Razeena', 'Collection', ""Women's"", 'Tissui', 'Silk', 'Chek', 'Saree', '(Silver_6', 'Yards),saree', 'generic']",387.jpeg,saree generic,Razeena Collection Women's Tissui Silk Chek Saree (Silver_6 Yards),razeena collection tissui silk chek saree generic
"[""Women's"", 'Woven', 'Pure', 'Chiffon', 'Saree', 'With', 'Blouse', 'Piece,saree', 'akhilam']",388.jpeg,saree akhilam,Women's Woven Pure Chiffon Saree With Blouse Piece,woven pure chiffon saree blouse akhilam
"[""Women's"", 'Georgette', 'Printed', 'Jacquard', 'Lace', 'Border', 'Work', 'Saree', 'With', 'Blouse', 'Piece(A38', 'MAHINDI_Multicolored_Free', 'Size', '6.30', 'Mtr),saree', 'rajeshwar', 'fashion', 'with', 'rf']",389.jpeg,saree rajeshwar fashion with rf,Women's Georgette Printed Jacquard Lace Border Work Saree With Blouse Piece(A38 MAHINDI_Multicolored_Free Size 6.30 Mtr),georgette printed jacquard lace border work saree blouse rajeshwar fashion rf
"[""Women's"", '&', ""Girl's"", 'Woven', 'Satin', 'Silk', 'Saree', 'With', 'Unstiched', 'Blouse', 'Piece,saree', 'lnc']",390.jpeg,saree lnc,Women's & Girl's Woven Satin Silk Saree With Unstiched Blouse Piece,woven satin silk saree unstiched blouse lnc
"['Women', 'Bhagalpuri', 'Linen', 'Saree', 'With', 'Blouse', 'Piece', '(LN83_Yellow),saree', 'silk', 'city', 'shg']",391.jpeg,saree silk city shg,Women Bhagalpuri Linen Saree With Blouse Piece (LN83_Yellow),woman bhagalpuri linen saree blouse silk city shg
"[""Women's"", 'Black', 'Color', 'Mysore', 'Silk', 'Printed', 'Saree', 'Border', 'Tassels', 'With', 'Blouse', 'Piece(LAVINA-BLACK_Free', 'Size),saree', 'anni', 'designer']",392.jpeg,saree anni designer,Women's Black Color Mysore Silk Printed Saree Border Tassels With Blouse Piece(LAVINA-BLACK_Free Size),color mysore silk printed saree border tassel blouse anni designer
"[""Women's"", 'Polyester', 'Saree', 'With', 'Blouse,saree', 'ahalyaa']",393.jpeg,saree ahalyaa,Women's Polyester Saree With Blouse,polyester saree ahalyaa
"[""Women's"", 'Linen', 'Silver', 'zari', 'Border', 'Saree', '(ATL53_01', ';', 'Light', 'Blue),saree', 'sahajanand']",394.jpeg,saree sahajanand,Women's Linen Silver zari Border Saree (ATL53_01 ; Light Blue),linen silver zari border saree sahajanand
"[""Women's"", 'Kanjivaram', 'Silk', 'Cotton', 'Saree,Olive', '&', 'Rust', 'Sari,saree', 'pisara']",395.jpeg,saree pisara,"Women's Kanjivaram Silk Cotton Saree,Olive & Rust Sari",kanjivaram silk cotton rust pisara
"[""Women's"", 'Cotton', 'Blend', 'Madhubani', 'Printed', 'Saree', 'with', 'Blouse', 'Piece,saree', 'sourbh']",396.jpeg,saree sourbh,Women's Cotton Blend Madhubani Printed Saree with Blouse Piece,cotton blend madhubani printed saree blouse sourbh
"[""Women's"", 'Faux', 'Georgette', 'Saree', 'With', 'Blouse', 'Piece,saree', 'sourbh']",397.jpeg,saree sourbh,Women's Faux Georgette Saree With Blouse Piece,faux georgette saree blouse sourbh
"['georgette', 'with', 'blouse', 'piece', 'Saree', '(Pack', 'of', '2)', '(COMBO_AS_1115_2_1164_1_', 'Multicoloured_', 'One', 'Size),saree', 'anand', 'sarees']",398.jpeg,saree anand sarees,georgette with blouse piece Saree (Pack of 2) (COMBO_AS_1115_2_1164_1_ Multicoloured_ One Size),georgette blouse saree one anand saree
"['Saree,saree', 'tantuja', 'bengal', 'handloom']",399.jpeg,saree tantuja bengal handloom,Saree,tantuja bengal handloom
"['Women', 'Net', 'Saree', 'With', 'Unstitched', 'Blouse', 'Piece', '(MC7044-Red_Red),saree', 'mahatma', 'creation']",400.jpeg,saree mahatma creation,Women Net Saree With Unstitched Blouse Piece (MC7044-Red_Red),woman net saree unstitched blouse mahatma creation
"[""Women's"", 'Glamourous', 'Full', 'All', 'over', 'Sequence/Sequin', 'Saree', 'with', 'Art', 'Silk', 'Blouse', 'Material,saree', 'clickedia']",401.jpeg,saree clickedia,Women's Glamourous Full All over Sequence/Sequin Saree with Art Silk Blouse Material,glamourous full over saree art silk blouse clickedia
"[""Women's"", 'Linen', 'Saree', 'With', 'Blouse', 'Piece,saree', 'maruti']",402.jpeg,saree maruti,Women's Linen Saree With Blouse Piece,linen saree blouse maruti
"[""Women's"", 'Premium', 'Quality', 'Art', 'Silk', 'Fully', 'Hand', 'Stitched', 'Kantha', 'Work', 'Saree', '(Rust),saree', 'red', 'saree']",403.jpeg,saree red saree,Women's Premium Quality Art Silk Fully Hand Stitched Kantha Work Saree (Rust),premium art silk fully hand stitched kantha work saree saree
"[""Women's"", 'Silk', 'self', 'design', 'Saree[Turquoise],saree', 'aarrah']",404.jpeg,saree aarrah,Women's Silk self design Saree[Turquoise],silk self design aarrah
"[""Women's"", 'Linen', 'Cotton', 'Saree', 'With', 'Blouse', 'Piece,', 'Embroidery', 'Design,', 'Zari', 'Border,saree', 'radiance', 'star']",405.jpeg,saree radiance star,"Women's Linen Cotton Saree With Blouse Piece, Embroidery Design, Zari Border",linen cotton saree blouse embroidery zari radiance star
"['Woven,', 'Checkered,', 'Embroidered', 'Banarasi', 'Jacquard,', 'Cotton', 'Silk', 'Saree,saree', 'selrina', 'fashion']",406.jpeg,saree selrina fashion,"Woven, Checkered, Embroidered Banarasi Jacquard, Cotton Silk Saree",embroidered banarasi cotton silk selrina fashion
"[""Women's"", 'Jaal', 'Chiffon', 'Saree', 'With', 'Blouse', 'Piece', '(Saarvi_Multicolored),saree', 'saarvi']",407.jpeg,saree saarvi,Women's Jaal Chiffon Saree With Blouse Piece (Saarvi_Multicolored),jaal chiffon saree blouse saarvi
"['Womens', 'Khadi', 'Silk', 'Saree', '(Yellow),saree', 'rensil']",408.jpeg,saree rensil,Womens Khadi Silk Saree (Yellow),woman khadi silk saree rensil
"[""Women's"", 'Soft', 'Linen', 'Cotton', 'Zari', 'Woven', 'Border', 'Saree', 'with', 'Blouse', 'Piece', '(SFNT_1045),saree', 'rajlaxmi']",409.jpeg,saree rajlaxmi,Women's Soft Linen Cotton Zari Woven Border Saree with Blouse Piece (SFNT_1045),linen cotton zari woven border saree blouse rajlaxmi
"[""Women's"", 'Black', 'Color', 'Tussar', 'Silk', 'Checkered', 'Printed', 'Saree', 'With', 'Blouse', 'Piece', '(SANATHI', 'BLACK),saree', 'anni', 'designer']",410.jpeg,saree anni designer,Women's Black Color Tussar Silk Checkered Printed Saree With Blouse Piece (SANATHI BLACK),color tussar silk checkered printed saree blouse anni designer
"['INDIA', 'SILK', 'PWCS', 'LTD', 'Women', 'Bhagalpuri', 'Linen', 'Saree', 'With', 'Blouse', 'Piece', '(TISSUE5_Orange', '&', 'Pink),saree', 'india', 'silk', 'pwcs', 'ltd']",411.jpeg,saree india silk pwcs ltd,INDIA SILK PWCS LTD Women Bhagalpuri Linen Saree With Blouse Piece (TISSUE5_Orange & Pink),india silk pwcs ltd woman bhagalpuri linen saree blouse india silk pwcs ltd
"[""Women's"", 'Cotton', 'Silk', 'Digital', 'Floral', 'Printed', 'Traditional', 'Saree', 'With', 'Blouse', 'Piece', '(Beige', 'And', 'Orange)(MONNS4051),saree', 'monira']",412.jpeg,saree monira,Women's Cotton Silk Digital Floral Printed Traditional Saree With Blouse Piece (Beige And Orange)(MONNS4051),cotton silk digital floral printed traditional saree blouse monira
"[""Women's"", 'Woven', 'Art', 'Silk', 'Saree', 'Without', 'Blouse', 'Piece,saree', 'ilkal', 'saree']",413.jpeg,saree ilkal saree,Women's Woven Art Silk Saree Without Blouse Piece,woven art silk saree without blouse ilkal saree
"[""Women's"", 'Banarasi', 'Soft', 'Silk', 'Saree', 'With', 'Blouse', 'Piece,saree', 'kalkee', 'fashion']",414.jpeg,saree kalkee fashion,Women's Banarasi Soft Silk Saree With Blouse Piece,banarasi silk saree blouse kalkee fashion
